step,true_temp,sensed_temp,true_motor_temp,sensed_motor_temp,true_load,sensed_load,performance,is_under_attack,natural_anomaly_active,attack_detected,budget,revenue,cost_of_production,fixed_operational_cost,defense_cost,is_verifying_sensor,verification_paused
145,25.525083541870117,46.67442321777344,10.874886512756348,11.220060348510742,-5.774214267730713,-5.767869472503662,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
146,25.203664779663086,46.67442321777344,10.540690422058105,11.220060348510742,-5.715574264526367,-5.767869472503662,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
147,24.91032600402832,46.67442321777344,10.604458808898926,10.911925315856934,-6.577394485473633,-5.767869472503662,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
148,24.688806533813477,46.67442321777344,10.323260307312012,10.911925315856934,-5.633254051208496,-5.767869472503662,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
149,24.50968360900879,44.88831329345703,10.219634056091309,10.911925315856934,-6.08148193359375,150.0,0.0,1,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
150,24.430944442749023,44.88831329345703,10.142887115478516,10.911925315856934,-5.899399280548096,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
151,24.335294723510742,44.88831329345703,10.12072467803955,10.911925315856934,-5.996774196624756,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
152,24.158411026000977,44.88831329345703,9.843304634094238,10.80533504486084,-5.7962517738342285,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
153,24.096094131469727,44.88831329345703,9.61556625366211,10.80533504486084,-5.978204250335693,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
154,23.95792579650879,44.372161865234375,9.424580574035645,10.80533504486084,-5.774352073669434,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
155,23.929859161376953,44.372161865234375,9.219319343566895,10.80533504486084,-6.048280715942383,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
156,23.830188751220703,44.372161865234375,9.100851058959961,10.80533504486084,-6.09761381149292,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
157,23.91948699951172,44.372161865234375,8.993075370788574,9.20319938659668,-5.7387824058532715,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
158,23.8656005859375,44.372161865234375,9.07783031463623,9.20319938659668,-5.681090354919434,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
159,23.704992294311523,44.169464111328125,9.038823127746582,9.20319938659668,-5.978626251220703,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
160,23.814056396484375,44.169464111328125,8.779865264892578,9.20319938659668,-5.670156955718994,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
161,23.747129440307617,44.169464111328125,8.55825138092041,9.20319938659668,-6.246108055114746,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
162,23.68666648864746,44.169464111328125,8.492379188537598,8.522671699523926,-6.03265905380249,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
163,23.558198928833008,44.169464111328125,8.5621976852417,8.522671699523926,-6.0937628746032715,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
164,23.58843421936035,42.7219352722168,8.327001571655273,8.522671699523926,-6.323418617248535,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
165,23.681976318359375,42.7219352722168,8.44509506225586,8.522671699523926,-6.010117053985596,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
166,23.812026977539062,42.7219352722168,8.281396865844727,8.522671699523926,-6.067960262298584,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
167,23.971206665039062,42.7219352722168,8.528715133666992,8.252240180969238,-5.958737850189209,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
168,23.707908630371094,42.7219352722168,8.538570404052734,8.252240180969238,-5.816137790679932,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
169,23.719791412353516,44.29090118408203,8.503801345825195,8.252240180969238,-6.097725868225098,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
170,23.64990234375,44.29090118408203,8.569819450378418,8.252240180969238,-5.678277492523193,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
171,23.431556701660156,44.29090118408203,8.606842994689941,8.252240180969238,-6.271758079528809,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
172,23.335111618041992,44.29090118408203,8.594297409057617,8.919968605041504,-6.1029510498046875,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
173,23.301063537597656,44.29090118408203,8.453774452209473,8.919968605041504,-6.104875564575195,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
174,23.331884384155273,42.988494873046875,8.517000198364258,8.919968605041504,-6.002468109130859,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
175,23.235597610473633,42.988494873046875,8.461762428283691,8.919968605041504,-5.747848987579346,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
176,23.200428009033203,42.988494873046875,8.445040702819824,8.919968605041504,-6.244191646575928,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
177,23.247278213500977,42.988494873046875,8.538642883300781,7.707207679748535,-6.111849308013916,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
178,23.35932731628418,42.988494873046875,8.379521369934082,7.707207679748535,-5.793829917907715,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
179,23.219181060791016,43.14154815673828,8.492362022399902,7.707207679748535,-6.165379524230957,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
180,23.35841941833496,43.14154815673828,8.242806434631348,7.707207679748535,-5.935332775115967,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
181,23.263442993164062,43.14154815673828,8.25696849822998,7.707207679748535,-5.804231643676758,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
182,23.270780563354492,43.14154815673828,8.439355850219727,7.787580966949463,-6.324780464172363,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
183,23.24433135986328,43.14154815673828,8.504534721374512,7.787580966949463,-5.740078926086426,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
184,23.238651275634766,43.31197738647461,8.590513229370117,7.787580966949463,-6.025786399841309,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
185,23.305809020996094,43.31197738647461,8.494693756103516,7.787580966949463,-5.831526756286621,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
186,23.362974166870117,43.31197738647461,8.442689895629883,7.787580966949463,-6.024109840393066,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
187,23.28054428100586,43.31197738647461,8.45061206817627,8.148744583129883,-6.24528169631958,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
188,23.248332977294922,43.31197738647461,8.484484672546387,8.148744583129883,-6.096875190734863,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
189,23.210264205932617,42.265625,8.453895568847656,8.148744583129883,-6.150529384613037,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
190,23.362215042114258,42.265625,8.487377166748047,8.148744583129883,-5.843954086303711,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
191,23.48935890197754,42.265625,8.389674186706543,8.148744583129883,-6.021491527557373,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
192,23.418615341186523,42.265625,8.406974792480469,8.707972526550293,-6.150445938110352,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
193,23.31786346435547,42.265625,8.398713111877441,8.707972526550293,-6.046571731567383,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
194,23.402456283569336,43.13712692260742,8.311500549316406,8.707972526550293,-5.911136150360107,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
195,23.470840454101562,43.13712692260742,8.292348861694336,8.707972526550293,-6.3063154220581055,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
196,23.329448699951172,43.13712692260742,8.336827278137207,8.707972526550293,-6.132969379425049,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
197,23.337322235107422,43.13712692260742,8.408987045288086,8.555756568908691,-5.887956619262695,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
198,23.198585510253906,43.13712692260742,8.346428871154785,8.555756568908691,-5.690197467803955,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
199,23.314714431762695,42.664344787597656,8.411920547485352,8.555756568908691,-6.300971984863281,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
200,23.389171600341797,42.664344787597656,8.541088104248047,8.555756568908691,-6.236086368560791,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
201,23.565324783325195,42.664344787597656,8.35186767578125,8.555756568908691,-6.348274230957031,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
202,23.615314483642578,42.664344787597656,8.534469604492188,8.094913482666016,-5.983713626861572,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
203,23.56169319152832,42.664344787597656,8.490347862243652,8.094913482666016,-6.250398635864258,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
204,23.633329391479492,42.75791931152344,8.4927978515625,8.094913482666016,-5.961174011230469,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
205,23.595685958862305,42.75791931152344,8.501235961914062,8.094913482666016,-5.895340919494629,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
206,23.871511459350586,42.75791931152344,8.46934986114502,8.094913482666016,-5.786312580108643,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
207,23.834156036376953,42.75791931152344,8.537430763244629,8.937676429748535,-6.317613124847412,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
208,23.850040435791016,42.75791931152344,8.516879081726074,8.937676429748535,-6.289166450500488,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
209,23.6268253326416,43.47264862060547,8.475411415100098,8.937676429748535,-5.9579315185546875,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
210,23.569032669067383,43.47264862060547,8.387419700622559,8.937676429748535,-6.126556396484375,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
211,23.693510055541992,43.47264862060547,8.417884826660156,8.937676429748535,-5.97133207321167,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
212,23.729537963867188,43.47264862060547,8.614562034606934,7.182948589324951,-6.053420543670654,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
213,23.627809524536133,43.47264862060547,8.604585647583008,7.182948589324951,-5.987166881561279,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
214,23.550582885742188,44.332359313964844,8.601838111877441,7.182948589324951,-6.012797832489014,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
215,23.361316680908203,44.332359313964844,8.659831047058105,7.182948589324951,-5.787907600402832,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
216,23.38570785522461,44.332359313964844,8.616617202758789,7.182948589324951,-6.019947528839111,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
217,23.51394271850586,44.332359313964844,8.58865737915039,8.580358505249023,-5.767128944396973,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
218,23.51671600341797,44.332359313964844,8.454856872558594,8.580358505249023,-5.903327465057373,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
219,23.589649200439453,43.031532287597656,8.264311790466309,8.580358505249023,-5.614402770996094,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
220,23.41179847717285,43.031532287597656,8.2506103515625,8.580358505249023,-5.9378886222839355,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
221,23.430662155151367,43.031532287597656,8.150967597961426,8.580358505249023,-5.586300849914551,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
222,23.369781494140625,43.031532287597656,8.256070137023926,8.329341888427734,-6.181590557098389,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
223,23.440563201904297,43.031532287597656,8.388591766357422,8.329341888427734,-6.43226957321167,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
224,23.583650588989258,43.704200744628906,8.464180946350098,8.329341888427734,-5.723552227020264,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
225,23.349796295166016,43.704200744628906,8.490397453308105,8.329341888427734,-6.303071975708008,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
226,23.45133399963379,43.704200744628906,8.365949630737305,8.329341888427734,-6.347838878631592,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
227,23.457387924194336,43.704200744628906,8.283811569213867,8.017509460449219,-5.680069446563721,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
228,23.588144302368164,43.704200744628906,8.02006721496582,8.017509460449219,-6.030270576477051,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
229,23.51736068725586,43.0986328125,7.924707412719727,8.017509460449219,-5.893195629119873,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
230,23.66927146911621,43.0986328125,8.0888671875,8.017509460449219,-5.807400703430176,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
231,23.80189323425293,43.0986328125,8.289796829223633,8.017509460449219,-5.8872528076171875,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
232,23.717756271362305,43.0986328125,8.328594207763672,8.401225090026855,-6.092081546783447,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
233,23.649316787719727,43.0986328125,8.398117065429688,8.401225090026855,-6.179924011230469,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
234,23.772775650024414,43.58857727050781,8.544414520263672,8.401225090026855,-6.045553684234619,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
235,23.79520606994629,43.58857727050781,8.603486061096191,8.401225090026855,-6.115166664123535,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
236,23.72222328186035,43.58857727050781,8.768176078796387,8.401225090026855,-6.071242332458496,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
237,23.887739181518555,43.58857727050781,8.67021656036377,9.297953605651855,-5.747444152832031,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
238,23.80034065246582,43.58857727050781,8.615882873535156,9.297953605651855,-5.923515319824219,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
239,23.64865493774414,44.82244110107422,8.686964988708496,9.297953605651855,-5.99756383895874,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
240,23.58824348449707,44.82244110107422,8.563271522521973,9.297953605651855,-5.955464839935303,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
241,23.503990173339844,44.82244110107422,8.510213851928711,9.297953605651855,-6.056775093078613,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
242,23.47954559326172,44.82244110107422,8.520042419433594,7.702632904052734,-6.341780185699463,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
243,23.406030654907227,44.82244110107422,8.586833000183105,7.702632904052734,-5.661314010620117,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
244,23.148569107055664,43.09181594848633,8.544404029846191,7.702632904052734,-6.067747592926025,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
245,23.218961715698242,43.09181594848633,8.574481010437012,7.702632904052734,-6.239893436431885,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
246,23.262208938598633,43.09181594848633,8.564977645874023,7.702632904052734,-6.017417907714844,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
247,23.301088333129883,43.09181594848633,8.549217224121094,8.969951629638672,-6.057297706604004,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
248,23.22216033935547,43.09181594848633,8.556817054748535,8.969951629638672,-6.007156848907471,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
249,23.25238037109375,43.533843994140625,8.342289924621582,8.969951629638672,-5.872109413146973,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
250,23.147329330444336,43.533843994140625,8.302509307861328,8.969951629638672,-6.113563060760498,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
251,23.18033790588379,43.533843994140625,8.238625526428223,8.969951629638672,-6.163121223449707,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
252,23.11231803894043,43.533843994140625,8.148748397827148,8.957565307617188,-5.719666957855225,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
253,23.094593048095703,43.533843994140625,8.257091522216797,8.957565307617188,-5.880176067352295,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
254,23.02606201171875,43.41215515136719,8.29960823059082,8.957565307617188,-5.741237163543701,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
255,22.97957992553711,43.41215515136719,8.302051544189453,8.957565307617188,-6.119187831878662,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
256,23.014862060546875,43.41215515136719,8.187967300415039,8.957565307617188,-5.771213054656982,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
257,22.94280242919922,43.41215515136719,8.05056381225586,9.365270614624023,-6.051600456237793,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
258,22.760513305664062,43.41215515136719,8.118809700012207,9.365270614624023,-5.898496150970459,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
259,22.880781173706055,42.69593811035156,7.992330074310303,9.365270614624023,-6.082651615142822,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
260,22.89643669128418,42.69593811035156,7.949366569519043,9.365270614624023,-6.435616493225098,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
261,22.842435836791992,42.69593811035156,7.875992298126221,9.365270614624023,-5.8274736404418945,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
262,23.018428802490234,42.69593811035156,7.864133834838867,8.281853675842285,-5.96162748336792,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
263,23.0400333404541,42.69593811035156,7.85841703414917,8.281853675842285,-5.986182689666748,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
264,23.010169982910156,43.82465744018555,7.8289666175842285,8.281853675842285,-6.43364143371582,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
265,23.055164337158203,43.82465744018555,8.095568656921387,8.281853675842285,-6.366839408874512,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
266,23.104402542114258,43.82465744018555,8.2035493850708,8.281853675842285,-6.417233943939209,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
267,23.122037887573242,43.82465744018555,8.269692420959473,7.216423511505127,-6.0254034996032715,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
268,22.83020782470703,43.82465744018555,8.219582557678223,7.216423511505127,-5.87510347366333,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
269,22.830921173095703,42.4312744140625,8.077388763427734,7.216423511505127,-5.871192455291748,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
270,22.982465744018555,42.4312744140625,8.236440658569336,7.216423511505127,-6.112566947937012,150.0,0.0,0,1,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
271,23.0615234375,42.4312744140625,8.032003402709961,7.216423511505127,-5.681554794311523,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
272,23.197772979736328,42.4312744140625,8.092533111572266,9.301401138305664,-5.718723773956299,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
273,23.08590316772461,42.4312744140625,8.21460247039795,9.301401138305664,-5.755986213684082,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
274,22.977092742919922,50.0,8.084245681762695,9.301401138305664,-6.126313209533691,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
275,22.92974853515625,50.0,8.002266883850098,9.301401138305664,-5.952260494232178,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
276,22.851816177368164,50.0,7.916977882385254,9.301401138305664,-5.995705604553223,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
277,22.892290115356445,50.0,7.938992977142334,8.148823738098145,-5.892735958099365,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
278,22.811601638793945,50.0,7.8341450691223145,8.148823738098145,-6.070709228515625,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
279,22.797929763793945,50.0,7.747132778167725,8.148823738098145,-6.001762866973877,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
280,22.60787582397461,50.0,7.884651184082031,8.148823738098145,-5.733733177185059,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
281,22.386768341064453,50.0,7.717649936676025,8.148823738098145,-5.67640495300293,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
282,22.247493743896484,50.0,7.63040828704834,8.4224271774292,-5.983529567718506,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
283,21.93305206298828,50.0,7.513362884521484,8.4224271774292,-6.141141414642334,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
284,21.97079849243164,50.0,7.412781715393066,8.4224271774292,-6.2936296463012695,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
285,22.00271224975586,50.0,7.493247032165527,8.4224271774292,-5.777547359466553,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
286,22.020130157470703,50.0,7.27134895324707,8.4224271774292,-5.839754104614258,150.0,0.0,1,0,1,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
287,21.799198150634766,50.0,7.314391613006592,7.618539810180664,-5.824623107910156,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
288,21.87470817565918,50.0,6.882922172546387,7.618539810180664,-5.817359924316406,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
289,21.776103973388672,50.0,6.977346897125244,7.618539810180664,-6.072025775909424,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
290,21.844255447387695,50.0,6.944608211517334,7.618539810180664,-5.990556716918945,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
291,21.745750427246094,50.0,6.918821334838867,7.618539810180664,-5.928676605224609,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
292,21.848670959472656,50.0,6.7883172035217285,6.885201454162598,-6.067806243896484,150.0,0.0,1,0,1,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
293,21.785329818725586,50.0,6.804847240447998,6.885201454162598,-5.992169380187988,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
294,21.844276428222656,50.0,7.079002857208252,6.885201454162598,-5.66904878616333,-5.894844055175781,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
295,21.93313217163086,50.0,6.859743595123291,6.885201454162598,-5.884264945983887,-5.894844055175781,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
296,22.1120662689209,50.0,6.655907154083252,6.885201454162598,-6.006946086883545,-5.894844055175781,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
297,22.003768920898438,50.0,6.72467041015625,7.1715216636657715,-6.104736804962158,-5.894844055175781,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
298,21.94707679748535,50.0,6.938032627105713,7.1715216636657715,-5.864785194396973,-5.894844055175781,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
