step,true_temp,sensed_temp,true_motor_temp,sensed_motor_temp,true_load,sensed_load,performance,is_under_attack,natural_anomaly_active,attack_detected,budget,revenue,cost_of_production,fixed_operational_cost,defense_cost,is_verifying_sensor,verification_paused
18,26.34379768371582,25.692157745361328,76.27960968017578,65.91766357421875,23.146442413330078,20.55961036682129,23.146442413330078,0,0,0,942.9792985916138,11.573221206665039,11.446260452270508,1.0,2.0,False,0
19,26.385150909423828,26.132532119750977,78.13288116455078,76.60126495361328,23.709367752075195,23.561189651489258,23.709367752075195,0,0,0,939.9963731765747,11.854683876037598,11.83760929107666,1.0,2.0,False,0
20,26.601276397705078,26.132532119750977,79.93614196777344,76.60126495361328,24.360681533813477,23.561189651489258,24.360681533813477,0,0,0,937.0576419830322,12.180340766906738,12.119071960449219,1.0,2.0,False,0
21,26.67524528503418,26.132532119750977,81.82953643798828,76.60126495361328,25.022878646850586,23.561189651489258,3.856431699932391,0,0,0,923.5411289816801,1.9282158499661954,12.44472885131836,1.0,2.0,False,0
22,26.55678367614746,26.132532119750977,83.6700439453125,76.60126495361328,25.541492462158203,23.561189651489258,2.126662122536514,0,0,0,908.8286326351115,1.063331061268257,12.775827407836914,1.0,2.0,False,0
23,26.707157135009766,26.132532119750977,85.33744812011719,76.60126495361328,26.042646408081055,23.561189651489258,1.5308087972152287,0,0,0,893.5589027182284,0.7654043986076143,13.035134315490723,1.0,2.0,False,0
24,26.74999237060547,27.114561080932617,86.88937377929688,85.8292465209961,26.280324935913086,26.310028076171875,1.2128566443809408,0,0,0,877.9071084604628,0.6064283221904704,13.258222579956055,1.0,2.0,False,0
25,26.946622848510742,27.114561080932617,88.1419448852539,85.8292465209961,26.488208770751953,26.310028076171875,1.0417832542912997,0,0,0,862.0509382437364,0.5208916271456498,13.37706184387207,1.0,2.0,False,0
26,26.818401336669922,27.114561080932617,89.33944702148438,85.8292465209961,26.5980281829834,26.310028076171875,0.9165936854869157,0,0,0,846.0282313251884,0.45829684274345783,13.481003761291504,1.0,2.0,False,0
27,26.747079849243164,27.114561080932617,90.35917663574219,85.8292465209961,27.124940872192383,26.310028076171875,0.8456056607426484,0,0,0,829.9151206881525,0.4228028303713242,13.535913467407227,1.0,2.0,False,0
28,26.773042678833008,27.114561080932617,91.49596405029297,85.8292465209961,27.512222290039062,26.310028076171875,0.7752565909823327,0,0,0,813.5033791716319,0.38762829549116634,13.799369812011719,1.0,2.0,False,0
29,26.754335403442383,26.289878845214844,92.6141128540039,91.26616668701172,27.977659225463867,27.867856979370117,0.7202877133877402,0,0,0,796.8860907773492,0.3601438566938701,13.977432250976562,1.0,2.0,False,0
30,26.754335403442383,26.289878845214844,92.6141128540039,92.6141128540039,0.5,27.867856979370117,0.012872551409378994,0,0,0,753.8925270530539,0.006436275704689497,0.0,1.0,2.0,True,2
31,26.754335403442383,26.289878845214844,92.6141128540039,92.6141128540039,0.5,27.867856979370117,0.012872551409378994,0,0,0,750.8989633287586,0.006436275704689497,0.0,1.0,2.0,True,1
32,26.754335403442383,26.289878845214844,92.6141128540039,92.6141128540039,0.5,27.867856979370117,0.012872551409378994,0,0,0,747.9053996044632,0.006436275704689497,0.0,1.0,2.0,False,0
33,26.754335403442383,26.289878845214844,92.6141128540039,92.6141128540039,0.5,27.867856979370117,0.012872551409378994,0,0,0,704.9118358801679,0.006436275704689497,0.0,1.0,2.0,True,2
34,26.754335403442383,26.799739837646484,92.6141128540039,92.6141128540039,0.5,0.2270650565624237,0.012872551409378994,0,0,0,701.9182721558726,0.006436275704689497,0.0,1.0,2.0,True,1
35,26.754335403442383,26.799739837646484,92.6141128540039,92.6141128540039,0.5,0.2270650565624237,0.012872551409378994,0,0,0,698.9247084315773,0.006436275704689497,0.0,1.0,2.0,False,0
36,26.754335403442383,26.799739837646484,92.6141128540039,92.6141128540039,0.5,0.2270650565624237,0.012872551409378994,0,0,0,655.931144707282,0.006436275704689497,0.0,1.0,2.0,True,2
37,26.754335403442383,26.799739837646484,92.6141128540039,92.6141128540039,0.5,0.2270650565624237,0.012872551409378994,0,0,0,652.9375809829867,0.006436275704689497,0.0,1.0,2.0,True,1
38,26.754335403442383,26.799739837646484,92.6141128540039,92.6141128540039,0.5,0.2270650565624237,0.012872551409378994,0,0,0,649.9440172586914,0.006436275704689497,0.0,1.0,2.0,False,0
39,26.754335403442383,26.267559051513672,92.6141128540039,92.6141128540039,0.5,0.6015589833259583,0.012872551409378994,0,0,0,606.950453534396,0.006436275704689497,0.0,1.0,2.0,True,2
40,26.754335403442383,26.267559051513672,92.6141128540039,92.6141128540039,0.5,0.6015589833259583,0.012872551409378994,1,0,1,603.9568898101007,0.006436275704689497,0.0,1.0,2.0,True,1
41,26.754335403442383,26.267559051513672,92.6141128540039,92.6141128540039,0.5,0.6015589833259583,0.012872551409378994,0,0,0,600.9633260858054,0.006436275704689497,0.0,1.0,2.0,False,0
42,26.754335403442383,26.267559051513672,92.6141128540039,92.6141128540039,0.5,0.6015589833259583,0.012872551409378994,0,0,0,557.9697623615101,0.006436275704689497,0.0,1.0,2.0,True,2
43,26.754335403442383,26.267559051513672,92.6141128540039,92.6141128540039,0.5,0.6015589833259583,0.012872551409378994,0,0,0,554.9761986372148,0.006436275704689497,0.0,1.0,2.0,True,1
44,26.754335403442383,27.254091262817383,92.6141128540039,92.6141128540039,0.5,0.3540950119495392,0.012872551409378994,0,0,0,551.9826349129195,0.006436275704689497,0.0,1.0,2.0,False,0
45,26.754335403442383,27.254091262817383,92.6141128540039,92.6141128540039,0.5,0.3540950119495392,0.012872551409378994,0,0,0,508.98907118862417,0.006436275704689497,0.0,1.0,2.0,True,2
46,26.754335403442383,27.254091262817383,92.6141128540039,92.6141128540039,0.5,0.3540950119495392,0.012872551409378994,0,0,0,505.99550746432885,0.006436275704689497,0.0,1.0,2.0,True,1
47,26.754335403442383,27.254091262817383,92.6141128540039,92.6141128540039,0.5,0.3540950119495392,0.012872551409378994,0,0,0,503.00194374003354,0.006436275704689497,0.0,1.0,2.0,False,0
48,26.754335403442383,27.254091262817383,92.6141128540039,92.6141128540039,0.5,0.3540950119495392,0.012872551409378994,0,0,0,460.0083800157382,0.006436275704689497,0.0,1.0,2.0,True,2
49,26.754335403442383,26.091442108154297,92.6141128540039,92.6141128540039,0.5,0.524598240852356,0.012872551409378994,0,0,0,457.0148162914429,0.006436275704689497,0.0,1.0,2.0,True,1
50,26.754335403442383,26.091442108154297,92.6141128540039,92.6141128540039,0.5,0.524598240852356,0.012872551409378994,0,0,0,454.0212525671476,0.006436275704689497,0.0,1.0,2.0,False,0
51,26.754335403442383,26.091442108154297,92.6141128540039,92.6141128540039,0.5,0.524598240852356,0.012872551409378994,0,0,0,411.0276888428523,0.006436275704689497,0.0,1.0,2.0,True,2
52,26.754335403442383,26.091442108154297,92.6141128540039,92.6141128540039,0.5,0.524598240852356,0.012872551409378994,0,0,0,408.034125118557,0.006436275704689497,0.0,1.0,2.0,True,1
53,26.754335403442383,26.091442108154297,92.6141128540039,92.6141128540039,0.5,0.524598240852356,0.012872551409378994,0,0,0,405.04056139426166,0.006436275704689497,0.0,1.0,2.0,False,0
54,26.754335403442383,26.432950973510742,92.6141128540039,92.6141128540039,0.5,0.6390528082847595,0.012872551409378994,0,0,0,362.04699766996634,0.006436275704689497,0.0,1.0,2.0,True,2
55,26.754335403442383,26.432950973510742,92.6141128540039,92.6141128540039,0.5,0.6390528082847595,0.012872551409378994,0,0,0,359.05343394567103,0.006436275704689497,0.0,1.0,2.0,True,1
56,26.754335403442383,26.432950973510742,92.6141128540039,92.6141128540039,0.5,0.6390528082847595,0.012872551409378994,0,0,0,356.0598702213757,0.006436275704689497,0.0,1.0,2.0,False,0
57,26.754335403442383,26.432950973510742,92.6141128540039,92.6141128540039,0.5,0.6390528082847595,0.012872551409378994,0,0,0,313.0663064970804,0.006436275704689497,0.0,1.0,2.0,True,2
58,26.754335403442383,26.432950973510742,92.6141128540039,92.6141128540039,0.5,0.6390528082847595,0.012872551409378994,0,0,0,310.0727427727851,0.006436275704689497,0.0,1.0,2.0,True,1
59,26.754335403442383,26.982324600219727,92.6141128540039,92.6141128540039,0.5,0.5526384711265564,0.012872551409378994,0,0,0,307.0791790484898,0.006436275704689497,0.0,1.0,2.0,False,0
60,26.754335403442383,26.982324600219727,92.6141128540039,92.6141128540039,0.5,0.5526384711265564,0.012872551409378994,0,0,0,264.08561532419446,0.006436275704689497,0.0,1.0,2.0,True,2
61,26.754335403442383,26.982324600219727,92.6141128540039,92.6141128540039,0.5,0.5526384711265564,0.012872551409378994,1,0,0,261.09205159989915,0.006436275704689497,0.0,1.0,2.0,True,1
62,26.754335403442383,26.982324600219727,92.6141128540039,92.6141128540039,0.5,0.5526384711265564,0.012872551409378994,0,0,0,258.09848787560384,0.006436275704689497,0.0,1.0,2.0,False,0
63,26.754335403442383,26.982324600219727,92.6141128540039,92.6141128540039,0.5,0.5526384711265564,0.012872551409378994,0,0,0,215.10492415130852,0.006436275704689497,0.0,1.0,2.0,True,2
64,26.754335403442383,27.191356658935547,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,212.1113604270132,0.006436275704689497,0.0,1.0,2.0,True,1
65,26.754335403442383,27.191356658935547,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,209.1177967027179,0.006436275704689497,0.0,1.0,2.0,False,0
66,26.754335403442383,27.191356658935547,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,166.12423297842258,0.006436275704689497,0.0,1.0,2.0,True,2
67,26.754335403442383,27.191356658935547,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,163.13066925412727,0.006436275704689497,0.0,1.0,2.0,True,1
68,26.754335403442383,27.191356658935547,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,160.13710552983196,0.006436275704689497,0.0,1.0,2.0,False,0
69,26.754335403442383,25.84736442565918,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,117.14354180553664,0.006436275704689497,0.0,1.0,2.0,True,2
70,26.754335403442383,25.84736442565918,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,114.14997808124133,0.006436275704689497,0.0,1.0,2.0,True,1
71,26.754335403442383,25.84736442565918,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,111.15641435694602,0.006436275704689497,0.0,1.0,2.0,False,0
72,26.754335403442383,25.84736442565918,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,1,0,68.1628506326507,0.006436275704689497,0.0,1.0,2.0,True,2
73,26.754335403442383,25.84736442565918,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,65.16928690835539,0.006436275704689497,0.0,1.0,2.0,True,1
74,26.754335403442383,32.122406005859375,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,62.175723184060075,0.006436275704689497,0.0,1.0,2.0,False,0
75,26.754335403442383,32.122406005859375,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,19.182159459764765,0.006436275704689497,0.0,1.0,2.0,True,2
76,26.754335403442383,32.122406005859375,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,16.188595735469455,0.006436275704689497,0.0,1.0,2.0,True,1
77,26.754335403442383,32.122406005859375,92.6141128540039,92.6141128540039,0.5,150.0,0.012872551409378994,0,0,0,13.195032011174145,0.006436275704689497,0.0,1.0,2.0,False,0
78,26.62704849243164,32.122406005859375,79.3945541381836,91.26616668701172,-0.31801077723503113,150.0,0.0,0,0,0,10.195032011174145,0.0,0.0,1.0,2.0,False,0
79,26.41962242126465,31.842987060546875,68.78489685058594,91.26616668701172,-0.08854374289512634,150.0,0.0,0,0,0,7.1950320111741455,0.0,0.0,1.0,2.0,False,0
80,26.22315216064453,31.842987060546875,60.41063690185547,91.26616668701172,0.3377058207988739,150.0,0.3377058207988739,0,0,0,4.363884921573582,0.16885291039943695,0.0,1.0,2.0,False,0
81,26.015817642211914,31.842987060546875,53.50817108154297,91.26616668701172,0.21495167911052704,150.0,0.21495167911052704,0,0,0,1.471360761128846,0.10747583955526352,0.0,1.0,2.0,False,0
82,26.07890510559082,31.842987060546875,46.47238540649414,53.61796188354492,-2.907860279083252,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-1.5286391973495483,1.0,2.0,False,0
83,26.061386108398438,31.842987060546875,39.31654739379883,53.61796188354492,-6.011110782623291,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
84,26.27452850341797,25.023117065429688,33.76295852661133,53.61796188354492,-6.204642295837402,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
85,26.37896728515625,25.023117065429688,29.372711181640625,53.61796188354492,-5.985063076019287,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
86,26.33144760131836,25.023117065429688,25.87758445739746,53.61796188354492,-6.0478410720825195,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
87,26.489416122436523,25.023117065429688,22.941389083862305,26.097551345825195,-5.700834274291992,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
88,26.722156524658203,25.023117065429688,20.512962341308594,26.097551345825195,-6.1573333740234375,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
89,26.829421997070312,26.50490951538086,18.647851943969727,26.097551345825195,-6.188065528869629,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
90,26.783329010009766,26.50490951538086,17.271411895751953,26.097551345825195,-5.877529621124268,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
91,26.83184242248535,26.50490951538086,16.234312057495117,26.097551345825195,-5.862818241119385,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
92,26.855911254882812,26.50490951538086,15.154744148254395,16.374174118041992,-5.677093029022217,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
93,26.86337661743164,26.50490951538086,14.421948432922363,16.374174118041992,-5.9519124031066895,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
94,26.817276000976562,26.64194679260254,14.068612098693848,16.374174118041992,-5.988663196563721,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
95,26.91675567626953,26.64194679260254,13.492581367492676,16.374174118041992,-6.582303524017334,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
96,26.824230194091797,26.64194679260254,13.0562105178833,16.374174118041992,-6.003703594207764,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
97,26.82880210876465,26.64194679260254,12.771242141723633,12.110179901123047,-5.621581554412842,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
98,26.927413940429688,26.64194679260254,12.658103942871094,12.110179901123047,-6.11729097366333,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
99,26.815189361572266,27.00401496887207,12.651259422302246,12.110179901123047,-5.874432563781738,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
100,26.826473236083984,27.00401496887207,12.505693435668945,12.110179901123047,-6.065600395202637,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
101,26.984825134277344,27.00401496887207,12.373476028442383,12.110179901123047,-6.298257827758789,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
102,26.983198165893555,27.00401496887207,12.194125175476074,12.786130905151367,-5.9125285148620605,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
103,26.890310287475586,27.00401496887207,12.085796356201172,12.786130905151367,-5.9362592697143555,150.0,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
104,26.919069290161133,26.5826358795166,12.079864501953125,12.786130905151367,-5.978087902069092,-6.027102470397949,0.0,1,0,1,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
105,26.949392318725586,26.5826358795166,12.05846118927002,12.786130905151367,-5.939198970794678,-6.027102470397949,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
106,26.882282257080078,26.5826358795166,11.924814224243164,12.786130905151367,-6.31529426574707,-6.027102470397949,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
107,26.854881286621094,26.5826358795166,12.027064323425293,11.263874053955078,-5.840576648712158,-6.027102470397949,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
108,26.88404655456543,26.5826358795166,11.943463325500488,11.263874053955078,-6.064907073974609,-6.027102470397949,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
109,26.8303165435791,26.5760440826416,11.817464828491211,11.263874053955078,-5.852320671081543,-5.903572082519531,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
110,26.855934143066406,26.5760440826416,11.777658462524414,11.263874053955078,-6.079423904418945,-5.903572082519531,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
111,26.823444366455078,26.5760440826416,11.75384521484375,11.263874053955078,-5.900910377502441,-5.903572082519531,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
112,26.762155532836914,26.5760440826416,11.762002944946289,12.43229866027832,-6.182535648345947,-5.903572082519531,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
113,26.747892379760742,26.5760440826416,11.631257057189941,12.43229866027832,-6.204376697540283,-5.903572082519531,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
114,26.671255111694336,27.20635414123535,11.682814598083496,12.43229866027832,-6.227359294891357,-6.257491588592529,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
115,26.49854278564453,27.20635414123535,11.595199584960938,12.43229866027832,-6.324042320251465,-6.257491588592529,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
116,26.329980850219727,27.20635414123535,11.46920108795166,12.43229866027832,-5.912654399871826,-6.257491588592529,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
117,26.183120727539062,27.20635414123535,11.380294799804688,11.923029899597168,-5.983351707458496,-6.257491588592529,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
118,26.04978370666504,27.20635414123535,11.317585945129395,11.923029899597168,-5.824222087860107,-6.257491588592529,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
119,26.025819778442383,26.922605514526367,11.228134155273438,11.923029899597168,-6.018224239349365,-5.959966659545898,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
120,26.11362648010254,26.922605514526367,11.245584487915039,11.923029899597168,-6.092260360717773,-5.959966659545898,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
121,26.03861427307129,26.922605514526367,11.315489768981934,11.923029899597168,-6.169510841369629,-5.959966659545898,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
122,26.0875244140625,26.922605514526367,11.26486873626709,11.003597259521484,-5.843105316162109,-5.959966659545898,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
123,25.95705795288086,26.922605514526367,11.288163185119629,11.003597259521484,-5.708221912384033,-5.959966659545898,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
124,25.976511001586914,25.846094131469727,11.196283340454102,11.003597259521484,-6.010714054107666,-5.593209743499756,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
125,26.063785552978516,25.846094131469727,11.214999198913574,11.003597259521484,-5.755983829498291,-5.593209743499756,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
126,25.988061904907227,25.846094131469727,11.27051830291748,11.003597259521484,-6.526515483856201,-5.593209743499756,0.0,1,0,1,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
127,26.001506805419922,25.846094131469727,11.23632526397705,11.135065078735352,-6.061472415924072,-5.593209743499756,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
128,26.060230255126953,25.846094131469727,11.425505638122559,11.135065078735352,-6.000776767730713,-5.593209743499756,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
129,26.189542770385742,26.3303165435791,11.32714557647705,11.135065078735352,-6.258184432983398,-5.897191047668457,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
130,26.329153060913086,26.3303165435791,11.214130401611328,11.135065078735352,-6.300302982330322,-5.897191047668457,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
131,26.40996742248535,26.3303165435791,11.261781692504883,11.135065078735352,-5.864389896392822,-5.897191047668457,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
132,26.2980899810791,26.3303165435791,11.300686836242676,11.256599426269531,-5.899322509765625,-5.897191047668457,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
133,26.392812728881836,26.3303165435791,11.433149337768555,11.256599426269531,-5.719894886016846,-5.897191047668457,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
134,26.39503288269043,26.056758880615234,11.311590194702148,11.256599426269531,-6.062080383300781,-5.816349506378174,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
135,26.491905212402344,26.056758880615234,11.51919174194336,11.256599426269531,-6.149622440338135,-5.816349506378174,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
136,26.61876678466797,26.056758880615234,11.57381820678711,11.256599426269531,-6.182475566864014,-5.816349506378174,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
137,26.532377243041992,26.056758880615234,11.558820724487305,10.8320894241333,-5.9872894287109375,-5.816349506378174,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
138,26.50711441040039,26.056758880615234,11.498235702514648,10.8320894241333,-5.635654449462891,-5.816349506378174,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
139,26.486770629882812,26.831844329833984,11.482118606567383,10.8320894241333,-5.729190826416016,-0.24574899673461914,0.0,0,1,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
140,26.410114288330078,26.831844329833984,11.435391426086426,10.8320894241333,-6.349250316619873,-0.24574899673461914,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
141,26.328031539916992,26.831844329833984,11.53234577178955,10.8320894241333,-6.251890659332275,-0.24574899673461914,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
142,26.28373146057129,26.831844329833984,11.457123756408691,11.220060348510742,-6.228139400482178,-0.24574899673461914,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
143,26.246822357177734,26.831844329833984,11.31950569152832,11.220060348510742,-5.9361982345581055,-0.24574899673461914,0.0,0,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
144,25.76719856262207,46.67442321777344,11.203169822692871,11.220060348510742,-6.548480033874512,-5.767869472503662,0.0,1,0,0,-4.152160570924934e-08,0.0,-3.0,1.0,2.0,False,0
