experiment,efe_mode,run_id,final_budget,avg_efficiency,max_motor_temp,overheating_steps,verification_count,avg_load
EFE_Modes,full,0,639.0693654380739,1.1773757556825877,40.782936096191406,0,0,1.144279799896758
EFE_Modes,full,1,515.1626644171774,0.547426576577127,38.12826156616211,0,0,0.4956216369912727
EFE_Modes,full,2,507.7443033568561,0.5145384230092168,37.872005462646484,0,0,0.46466887803981083
EFE_Modes,epistemic_only,0,521.5802793325856,0.5786204233020544,36.184783935546875,0,0,0.537522709807381
EFE_Modes,epistemic_only,1,561.6104430956766,0.7793440421670675,37.26899719238281,0,0,0.7224644682431244
EFE_Modes,epistemic_only,2,541.7225157096982,0.6793461149185895,39.2362060546875,0,0,0.6252334401968983
EFE_Modes,pragmatic_only,0,2204.3096337173283,13.03985614930719,87.5726089477539,83,0,21.075419330596922
EFE_Modes,pragmatic_only,1,2360.2354013423214,13.219004809690878,87.16036987304688,72,0,20.064715638160706
EFE_Modes,pragmatic_only,2,2240.113334259282,13.483489307035644,85.16915130615234,85,0,22.06075222492218
